@relation dataset

@attribute rural/urban {0, 1, 2}
@attribute totalnumberofgood real
@attribute totalnumberoflivable real
@attribute totalnumberofdilapidated real
@attribute totalnumberofresidencehouseholds real
@attribute totalnumberofresidencegood real
@attribute totalnumberofresidencelivable real
@attribute totalnumberofresidencedilapidated real
@attribute totalnumberofresidencecumother real
@attribute numberofresidencecumgood real
@attribute residence_cum_livable real
@attribute residence_cum_dilapidated real
@attribute material_roof_gtbw real
@attribute material_roof_pp real
@attribute material_roof_hmt real
@attribute material_roof_mmt real
@attribute material_roof_bb real
@attribute material_roof_ss real
@attribute material_roof_gmas real
@attribute material_roof_concrete real
@attribute material_roof_aom real
@attribute material_roof_gtb real
@attribute material_roof_pp1 real
@attribute material_roof_mub real
@attribute material_roof_wood real
@attribute material_wall_snpwm real
@attribute material_wall_spwm real
@attribute material_wall_gimas real
@attribute material_wall_bb real
@attribute material_wall_concrete real
@attribute material_wall_aom real
@attribute material_floor_mud real
@attribute material_floor_wb real
@attribute material_floor_bb real
@attribute material_floor_stone real
@attribute material_floor_cement real
@attribute material_floor_mf real
@attribute material_floor_aom real
@attribute dwelling_r_ner real
@attribute dwelling_r_or real
@attribute dwelling_r_tr real
@attribute dwelling_r_th_r real
@attribute dwelling_r_fr real
@attribute dwelling_r_fi_r real
@attribute dwelling_r_sra real
@attribute h_size_1 real
@attribute h_size_2 real
@attribute h_size_3 real
@attribute h_size_4 real
@attribute h_size_5 real
@attribute h_size_6_8 real
@attribute h_size_9 real
@attribute o_status_o real
@attribute o_status_r real
@attribute o_status_ao real
@attribute married_c_n real
@attribute married_c_1 real
@attribute married_c_2 real
@attribute married_c_3 real
@attribute married_c_4 real
@attribute married_c_5 real
@attribute dw_tfts real
@attribute dw_tfus real
@attribute dw_cw real
@attribute dw_uw real
@attribute dw_handpump real
@attribute dw_tb real
@attribute dw_spring real
@attribute dw_rc real
@attribute dw_tpl real
@attribute dw_os real
@attribute within_premises real
@attribute near_premises real
@attribute away real
@attribute msl_electricty real
@attribute msl_kerosene real
@attribute msl_se real
@attribute msl_oo real
@attribute msl_ao real
@attribute msl_nl real
@attribute latrine_premise real
@attribute latrine_pss real
@attribute latrine_st real
@attribute latrine_os real
@attribute pit_latrine_svi real
@attribute pit_latrine_sop real
@attribute disposed_drain real
@attribute service_latrine_nrh real
@attribute service_latrine_nsa real
@attribute h_latrine_premoses real
@attribute alternative_source real
@attribute alternative_source_open real
@attribute households_bathroom real
@attribute households_ewr real
@attribute households_no real
@attribute waste_water_cd real
@attribute waste_water_od real
@attribute waste_water_nd real
@attribute cooking_fw real
@attribute cooking_cr real
@attribute cooking_cc real
@attribute cooking_clc real
@attribute cooking_kerosene real
@attribute cooking_lpg_png real
@attribute cooking_electricity real
@attribute cooking_biogas real
@attribute cooking_ao real
@attribute cooking_nc real
@attribute cooking_ih real
@attribute has_kitchen real
@attribute dnhk real
@attribute cooking_oh real
@attribute has_kitchen1 real
@attribute dnh_kitchen real
@attribute no_cooking real
@attribute tnhab real
@attribute assets_rt real
@attribute assets_tel real
@attribute assets_cl_wi real
@attribute assets_clwi real
@attribute assets_tm_lo real
@attribute assets_tm_mo real
@attribute assets_tm_both real
@attribute assets_bicycle real
@attribute assets_smm real
@attribute assets_cjv real
@attribute household_tv_lp real
@attribute none_as real
@attribute permanents real
@attribute semi_permanent real
@attribute total_temporary real
@attribute serviceable real
@attribute non_serviceable real
@attribute unclassifiable real
@attribute contition_t_total real
@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data
2,80.0,?,?,?,?,?,?,3.7,?,?,0.0,?,0.1,13.2,8.4,0.8,1.0,5.4,?,?,?,0.1,15.8,0.2,?,?,?,?,?,?,8.1,0.0,0.3,0.6,68.5,21.6,?,?,35.8,?,?,?,1.6,?,3.2,10.3,?,31.3,20.4,?,?,70.2,27.9,?,12.1,73.7,12.1,?,?,?,?,18.1,0.9,1.9,2.9,13.0,0.1,0.0,?,?,58.7,?,?,?,3.6,?,?,0.0,?,?,6.5,?,0.9,8.4,?,1.9,?,0.1,34.9,?,?,67.6,12.1,20.3,31.2,?,?,24.7,?,0.1,?,?,?,?,?,?,?,?,72.6,14.7,12.1,5.0,?,0.6,52.1,14.4,82.2,?,?,5.0,68.1,?,?,36.2,3.2,5.8,6.3,79.3,12.6,?,?,?,?,?,80.0,?,1.3,96.3,77.3,?,?,3.7,2.7
0,?,?,2.0,?,?,35.5,1.9,1.3,?,?,0.0,?,?,?,11.6,?,0.9,?,32.9,?,6.6,?,?,?,2.9,?,0.1,?,?,?,36.8,?,0.5,0.3,59.0,3.2,0.2,12.2,?,?,9.3,?,?,0.5,3.6,?,14.7,?,?,19.8,?,?,?,1.2,?,?,?,?,?,0.0,39.2,?,?,4.6,?,?,0.1,?,0.3,0.6,?,?,?,?,?,?,?,?,0.3,?,0.9,?,?,?,?,?,?,?,86.8,?,85.5,14.8,?,69.0,3.8,?,?,?,?,0.3,0.2,1.6,21.6,0.0,0.2,?,0.3,51.8,?,?,?,20.6,27.3,0.3,?,12.0,84.1,?,3.7,?,?,2.7,?,20.5,1.2,1.1,7.0,52.1,10.3,?,30.8,6.4,0.4,100.0,62.0,36.0,2.0,?,?,?,?,?,?
?,?,34.2,1.9,?,63.1,33.7,1.9,1.3,0.8,0.5,0.0,38.1,?,?,11.5,?,1.0,?,?,?,?,?,32.7,0.1,2.9,21.9,?,29.2,?,?,32.8,0.1,0.4,?,60.0,5.8,?,11.4,42.8,?,?,?,?,?,3.5,10.8,?,27.6,?,?,2.0,?,8.4,1.3,?,?,13.4,1.6,?,0.0,41.5,41.0,0.6,?,3.8,7.4,?,0.2,?,?,16.7,?,7.2,?,6.4,0.1,?,0.0,?,?,2.1,14.9,0.9,?,?,0.1,?,?,78.9,1.6,?,22.6,?,?,8.1,?,77.7,67.1,?,?,?,2.6,?,?,0.3,0.0,0.3,57.2,?,?,42.6,?,?,0.3,?,?,?,?,4.3,?,60.2,3.4,?,?,?,1.8,?,56.0,10.0,33.6,?,6.0,0.4,100.0,?,?,?,98.7,?,?,1.9,1.3,?
?,?,?,?,98.5,?,?,?,?,?,?,?,?,0.2,4.8,?,?,?,?,58.7,?,?,?,?,0.2,?,28.6,0.1,?,12.6,0.2,?,0.0,0.3,?,65.6,21.0,?,?,36.7,35.0,14.5,4.9,1.4,0.9,2.6,?,?,?,?,?,?,?,?,1.7,?,74.1,?,?,0.3,?,?,25.8,0.8,?,4.4,?,0.3,0.0,?,?,?,46.6,8.3,?,?,?,0.1,0.0,?,65.6,9.1,?,?,?,0.1,?,0.1,0.3,?,3.7,30.7,66.6,?,?,?,31.0,?,23.9,0.7,?,?,7.9,?,?,?,0.0,?,87.2,74.1,13.1,12.5,?,?,0.3,?,16.7,83.9,3.3,?,?,70.8,?,51.0,?,?,?,?,?,8.5,?,9.5,?,0.3,?,74.7,23.8,1.5,98.5,73.6,?,?,1.5,1.1
?,65.5,?,?,96.5,?,31.2,?,3.5,?,1.0,?,25.1,?,?,?,?,?,9.6,?,?,4.1,?,26.7,0.2,?,10.7,?,47.3,?,?,27.4,?,0.3,0.4,67.8,4.0,0.1,7.8,39.9,33.5,?,?,?,0.8,6.9,16.2,?,28.9,?,11.8,?,?,6.9,?,15.0,?,?,?,?,?,49.1,?,?,14.0,?,10.3,0.2,?,0.1,0.3,9.0,78.5,?,?,?,0.2,?,?,0.9,?,?,?,0.6,3.7,?,?,0.1,0.2,85.4,?,?,21.9,23.7,?,5.8,15.4,78.9,?,?,?,0.2,3.0,?,0.1,?,0.0,?,61.1,?,19.5,?,?,26.2,0.4,?,21.9,?,?,?,3.9,?,?,?,33.9,1.7,1.4,10.8,63.3,?,19.9,16.5,?,?,?,65.5,32.2,2.3,?,63.0,31.2,?,3.5,?
1,?,?,1.8,?,?,26.9,?,?,3.2,1.3,0.0,16.8,?,6.3,?,0.4,?,7.4,34.4,?,3.1,0.1,21.3,0.2,?,?,?,53.7,6.6,?,?,0.0,0.3,0.8,?,?,0.7,7.2,?,33.3,13.4,5.4,1.8,?,?,?,19.2,?,17.2,?,0.7,?,?,1.4,14.5,73.8,?,0.9,?,0.0,?,16.7,1.0,8.7,?,8.4,0.1,?,0.0,0.7,24.7,?,10.8,90.9,8.1,?,0.2,?,0.6,?,?,20.9,1.1,3.8,?,?,0.1,?,?,?,53.9,?,19.3,37.6,17.5,?,55.1,?,0.6,?,0.1,7.1,48.9,?,?,?,?,?,?,?,?,8.3,17.1,0.4,38.8,?,81.6,2.2,4.7,?,61.5,?,48.0,38.3,3.3,4.3,?,71.3,14.9,13.3,?,2.5,?,?,?,?,1.8,?,?,26.9,?,4.6,3.2
2,?,24.4,?,?,70.3,22.8,?,5.7,4.0,?,0.0,?,0.1,?,34.7,0.4,?,?,43.7,?,?,0.1,?,0.2,?,?,0.1,?,8.2,?,9.6,?,0.3,1.2,?,?,1.3,6.5,?,33.0,?,6.0,2.1,1.3,?,14.7,20.5,?,?,10.8,?,62.1,?,?,?,?,10.0,?,0.1,?,?,11.8,?,?,1.2,6.6,0.0,0.1,0.0,1.2,40.1,?,?,?,?,?,0.1,?,?,?,8.9,33.3,1.6,?,?,6.8,0.1,?,45.1,?,?,64.1,14.9,?,29.0,?,31.8,23.6,0.5,?,?,11.1,?,?,?,0.0,0.4,?,?,?,?,?,?,0.4,45.4,?,87.6,3.7,?,?,66.5,6.5,?,?,?,7.1,4.9,79.3,?,?,5.1,?,0.5,100.0,?,?,?,?,70.3,?,1.2,5.7,?
0,?,?,1.8,?,71.5,24.9,1.8,1.8,1.3,?,0.0,?,0.1,5.9,?,0.4,?,?,?,0.1,?,0.1,?,?,?,?,0.2,?,3.6,?,?,0.0,0.4,?,?,5.5,?,?,?,31.7,11.4,?,?,?,8.8,19.2,?,29.2,?,8.2,?,83.8,14.4,1.8,?,?,?,?,?,0.0,49.1,?,1.1,10.1,0.9,14.4,0.1,?,0.0,?,?,?,6.6,90.3,8.5,0.1,?,?,0.7,?,?,?,1.1,?,?,0.2,0.1,0.1,68.8,?,?,?,23.1,?,?,19.1,69.7,48.0,0.5,0.1,?,4.4,45.3,0.1,1.0,?,0.4,71.3,51.5,?,?,9.7,18.6,0.4,49.2,?,87.4,?,?,?,60.1,5.8,?,?,2.9,?,?,67.0,17.6,?,10.7,3.8,0.9,?,72.8,?,?,98.2,?,24.9,1.8,1.8,1.3
?,?,24.9,?,?,?,24.1,1.5,2.5,1.7,0.8,?,?,0.1,?,35.7,?,?,11.4,32.3,?,?,?,20.8,?,2.7,?,?,?,?,?,?,0.0,0.3,0.7,?,9.5,?,?,?,32.2,12.2,4.6,?,0.8,7.7,18.3,?,?,?,?,?,?,26.6,1.6,15.8,?,?,0.6,0.0,?,57.9,?,0.9,?,?,12.9,?,?,?,?,?,?,6.0,?,?,?,?,0.1,?,?,?,24.6,?,10.1,0.2,?,?,0.1,?,?,?,?,?,?,18.2,?,53.2,?,0.4,0.1,?,?,55.5,0.1,0.8,?,?,?,62.0,?,?,7.2,13.2,?,?,28.9,87.6,?,4.7,?,63.0,?,?,44.5,3.9,?,?,72.2,16.1,?,7.7,3.1,0.8,100.0,?,?,1.6,97.5,?,24.1,1.5,?,?
?,74.6,24.3,1.2,96.4,72.2,23.0,1.1,3.6,?,?,?,?,?,7.0,?,0.3,0.8,8.3,?,?,2.7,?,?,0.2,?,?,0.2,?,6.0,0.6,8.2,0.0,?,1.2,?,?,0.8,?,?,?,?,5.4,1.7,?,6.1,?,?,32.7,14.1,?,?,54.4,?,1.2,?,76.0,?,?,0.0,0.0,?,?,?,?,?,?,?,?,0.0,?,?,50.5,?,?,?,0.0,0.1,?,0.3,54.6,?,?,0.7,?,?,0.4,?,?,45.4,24.6,20.7,66.2,?,16.8,28.6,?,29.0,?,0.3,?,?,10.5,?,?,0.5,0.1,0.5,90.7,77.4,13.4,?,?,?,0.5,?,?,87.9,?,5.9,?,67.2,6.6,?,44.6,?,6.1,4.5,?,?,?,?,2.1,0.8,100.0,?,?,1.2,?,72.2,23.0,1.1,?,2.3
?,?,?,?,97.3,?,27.7,2.0,?,1.8,0.9,?,15.6,0.1,?,?,0.5,?,?,?,0.2,9.7,?,17.6,0.6,7.7,?,?,40.4,?,1.1,21.8,0.1,?,0.7,?,6.4,0.3,?,46.8,33.4,11.1,3.4,0.9,0.5,?,?,22.3,29.7,11.7,6.5,0.3,?,11.7,2.5,?,?,9.2,0.5,?,0.0,?,18.8,?,?,1.4,15.8,?,?,?,0.2,?,?,5.8,?,11.0,0.2,0.3,?,1.0,?,?,15.8,?,?,?,?,?,0.1,66.3,?,60.7,36.3,29.9,33.8,12.5,26.8,60.8,?,?,0.2,?,5.2,?,?,1.2,?,0.6,71.2,53.2,?,28.2,13.0,?,?,51.9,?,?,1.6,4.5,7.9,?,7.7,?,40.7,?,?,?,?,19.0,?,?,?,?,100.0,69.3,28.6,2.0,?,67.6,?,2.0,2.7,1.8
?,?,?,1.5,97.5,?,25.4,1.5,2.5,1.6,?,?,11.2,0.1,?,35.1,0.5,?,?,30.2,?,7.4,0.1,14.8,0.4,?,?,0.3,48.8,?,1.2,?,?,?,0.7,?,14.5,0.7,?,?,?,12.9,4.3,?,0.7,?,18.8,23.1,?,11.8,6.4,?,70.8,?,2.2,16.8,74.0,?,?,?,0.0,63.8,13.9,?,5.4,?,?,0.1,?,0.0,?,35.6,?,4.8,90.4,8.4,0.1,?,0.1,?,49.0,8.5,29.3,1.2,9.1,?,?,?,0.1,?,9.1,?,52.5,24.0,23.6,?,?,?,32.3,0.6,?,?,9.0,56.3,?,?,?,0.6,80.4,65.6,?,19.1,?,?,?,54.2,26.6,84.6,2.8,6.1,6.8,?,8.3,56.0,43.8,5.1,?,5.5,?,16.2,?,3.1,?,1.3,?,72.3,?,?,97.5,70.6,25.4,?,?,1.6
2,?,23.8,?,97.8,?,23.1,1.1,?,1.5,0.7,0.0,?,0.1,?,?,?,1.1,9.8,?,0.2,?,?,?,0.3,3.4,?,0.3,56.9,6.7,1.2,9.9,0.0,0.3,0.7,?,?,1.1,3.1,39.9,34.8,14.6,?,?,?,7.4,?,24.0,32.1,12.0,?,0.4,56.2,41.8,?,?,75.7,?,?,?,?,?,9.2,?,?,1.0,11.0,0.1,1.0,0.0,?,?,?,?,93.2,?,?,?,0.1,0.6,?,12.7,?,?,?,0.2,0.6,?,0.1,36.2,?,23.6,68.2,18.2,?,?,33.4,27.1,17.1,0.4,0.1,?,12.7,68.5,0.1,?,?,?,?,?,?,10.2,4.4,5.8,?,?,?,84.8,?,7.7,?,64.8,?,?,?,?,?,?,?,?,5.5,1.8,3.7,1.4,100.0,75.1,?,1.1,97.8,73.6,?,1.1,?,?
?,?,34.6,?,?,62.9,34.3,?,?,?,?,?,1.9,?,?,48.9,?,1.4,?,?,?,1.6,0.4,24.9,?,?,14.8,?,?,?,0.5,22.0,?,?,?,?,5.5,?,1.0,22.5,?,?,13.4,?,5.2,7.5,?,?,32.1,15.1,?,?,?,?,?,17.2,71.5,?,?,0.1,0.0,54.3,?,?,?,0.1,1.6,3.0,?,0.6,0.1,8.9,?,7.0,?,8.5,?,0.3,0.0,0.4,?,?,?,1.7,?,?,?,?,?,?,?,?,56.6,?,26.1,?,55.7,30.8,60.9,?,?,?,?,31.9,0.2,?,0.0,?,?,?,7.2,6.9,?,3.3,?,?,13.4,88.6,?,?,4.2,60.0,?,?,?,?,1.0,?,?,?,2.3,1.4,?,?,?,63.3,34.6,?,99.3,62.9,?,?,0.7,?
1,?,35.6,?,99.2,?,?,2.0,0.8,?,0.4,?,1.4,?,?,44.0,0.4,?,18.2,22.7,?,?,?,?,?,4.7,?,?,43.7,7.8,0.4,?,?,0.4,0.6,?,?,?,1.2,21.8,?,22.6,?,?,4.8,6.7,14.7,?,?,?,9.9,?,?,?,12.0,16.1,?,10.1,1.0,?,0.0,?,?,6.6,?,?,1.2,?,0.8,0.7,?,21.4,?,7.7,90.6,8.7,?,0.2,?,0.3,51.9,?,?,1.8,?,0.9,?,?,?,48.1,11.4,?,?,13.5,?,?,48.9,?,?,?,0.1,?,?,43.4,0.2,?,0.0,?,?,89.6,?,4.6,2.7,?,?,?,?,?,?,?,?,63.8,?,?,?,4.8,2.7,3.6,69.7,27.8,?,1.1,?,0.8,100.0,62.4,35.6,2.0,?,61.9,35.3,2.0,?,0.5
2,?,?,?,?,61.2,36.0,1.8,?,?,0.4,0.0,?,0.5,10.6,40.5,?,?,20.5,?,0.4,0.7,0.3,?,0.7,4.2,12.5,0.8,43.8,?,?,?,?,0.4,?,67.9,10.1,0.5,?,21.3,31.2,24.3,12.1,?,?,6.1,13.7,?,?,?,?,?,58.5,29.4,?,?,73.6,?,?,0.1,?,64.3,?,?,7.7,?,?,?,0.6,?,?,?,61.1,?,?,8.9,0.1,0.2,0.1,?,?,17.2,25.0,1.9,11.5,?,1.9,0.4,0.2,41.1,14.5,26.6,?,10.7,20.4,32.1,?,24.0,36.1,0.6,0.1,?,?,?,0.2,?,0.0,?,?,92.4,?,?,?,?,0.2,?,?,92.1,?,?,?,66.6,7.6,?,?,5.8,?,?,?,29.8,1.2,?,0.3,0.8,?,?,36.4,?,99.1,61.2,?,1.8,?,0.5
0,66.7,31.5,1.8,?,65.7,30.9,1.8,?,?,0.6,?,?,0.2,?,?,0.6,?,?,25.2,0.4,6.9,0.1,?,0.3,?,11.3,0.2,48.6,3.9,?,22.5,0.1,0.4,?,?,?,0.2,?,?,31.7,?,?,?,0.5,6.0,15.4,18.3,29.0,?,?,0.9,?,9.1,?,14.5,72.2,?,1.1,?,0.0,41.8,?,1.1,5.2,?,?,?,?,?,?,14.6,?,7.7,?,12.1,0.1,?,?,0.9,18.9,2.2,?,0.9,5.2,0.2,0.2,?,?,?,4.4,?,29.5,23.0,?,6.1,31.3,?,?,?,?,?,2.8,?,?,?,0.1,0.4,75.4,?,18.0,?,12.6,?,?,45.8,?,?,0.8,?,3.9,?,2.5,38.8,23.0,?,1.3,?,?,?,10.7,?,4.5,1.0,?,?,31.5,1.8,98.4,65.7,30.9,1.8,?,?
?,?,29.4,?,98.2,?,?,1.6,1.8,1.1,0.6,0.0,10.4,?,10.5,?,?,?,?,32.6,0.6,?,?,?,0.3,2.9,?,?,?,5.8,?,17.9,?,0.4,?,?,?,0.7,?,47.3,?,10.6,3.9,?,0.7,?,14.8,?,30.6,?,?,?,79.2,18.9,1.9,?,?,11.4,?,?,?,50.9,?,?,3.7,?,?,?,?,?,?,?,?,?,?,10.0,?,?,0.0,0.7,33.3,?,20.7,?,6.3,0.2,0.5,?,?,66.7,?,58.7,?,?,?,13.3,37.7,49.0,?,?,0.2,?,?,?,0.1,0.3,0.1,?,81.4,66.4,?,18.2,9.4,?,0.4,?,23.3,?,?,5.2,4.2,59.6,3.6,39.6,?,?,2.8,7.8,68.5,?,9.0,?,?,?,?,69.0,?,?,98.2,67.8,?,1.6,?,?
?,72.8,?,?,?,?,?,?,?,1.4,?,?,7.8,0.1,10.5,?,0.6,?,?,45.2,0.9,?,0.1,?,0.3,?,8.7,?,55.4,?,0.4,10.4,?,?,1.1,?,18.3,1.6,3.9,41.3,32.6,13.9,?,?,?,4.4,13.9,?,?,16.4,?,0.9,?,?,2.1,?,76.1,?,1.0,0.1,?,66.1,18.5,0.5,1.3,?,?,0.4,0.1,0.2,?,?,?,?,?,6.6,?,?,0.0,0.5,?,?,?,0.9,?,0.1,?,0.1,0.3,?,?,28.4,67.5,14.1,?,?,48.4,26.3,32.4,?,0.1,?,10.0,?,0.1,0.3,0.0,0.4,91.5,?,10.1,8.0,?,?,?,51.4,26.9,?,3.0,6.7,?,66.5,5.7,?,?,?,5.4,6.3,73.6,18.9,?,3.5,2.8,1.3,?,72.8,25.9,?,97.9,?,?,?,2.1,?
?,?,?,2.2,98.6,68.0,?,?,?,0.8,0.5,0.0,?,?,?,34.8,?,?,13.7,?,0.2,6.6,?,?,?,?,12.1,?,52.1,?,1.1,17.2,0.1,0.2,?,?,2.5,?,?,?,?,8.1,?,?,?,8.6,16.2,18.4,?,?,?,?,?,7.1,?,?,68.7,12.5,1.1,0.1,0.0,?,?,0.6,?,?,?,?,?,?,0.8,?,77.5,?,90.4,?,0.1,0.2,0.0,?,?,1.5,13.9,1.4,5.4,?,0.1,0.1,?,?,?,74.8,24.0,?,57.2,?,?,?,63.0,0.7,?,?,?,?,?,0.3,0.0,0.4,?,48.8,18.0,?,13.2,?,0.4,?,23.9,87.7,?,?,?,58.6,3.7,56.5,?,2.4,1.4,5.3,68.4,19.2,11.1,6.7,4.4,?,100.0,?,?,?,?,?,?,2.1,1.4,0.8
?,?,25.3,?,?,72.1,?,1.6,?,?,?,?,10.2,0.1,7.9,29.2,?,1.1,13.5,37.2,0.3,?,?,16.3,0.3,?,?,?,?,4.9,?,12.6,?,0.2,?,?,9.5,?,?,48.6,32.1,10.4,3.2,?,?,?,15.9,20.1,?,?,?,1.0,?,21.5,1.7,?,?,?,?,?,?,58.5,28.5,?,?,1.8,?,?,?,0.0,0.7,36.9,?,4.8,?,7.3,?,0.1,?,0.5,?,?,?,?,?,?,?,?,0.1,58.8,5.5,53.2,43.4,15.0,41.6,18.8,?,61.6,43.9,?,?,0.1,?,47.2,0.0,0.3,0.0,0.4,?,?,?,22.5,?,?,0.4,?,25.5,?,1.7,4.5,4.8,63.6,?,?,40.7,?,?,?,75.2,14.8,8.6,?,3.6,?,?,?,?,1.6,98.5,?,?,1.6,?,?
2,?,20.1,0.9,?,77.9,19.6,0.9,1.6,?,0.5,?,6.8,0.1,6.4,21.2,0.7,?,?,50.1,?,3.5,0.1,?,0.2,?,11.2,?,?,6.7,?,6.1,0.0,0.2,?,?,19.4,1.3,?,?,32.1,13.6,4.3,1.2,0.8,?,15.4,22.5,?,?,8.7,0.8,?,?,?,?,?,?,?,?,0.0,?,19.9,0.3,?,?,?,?,?,?,?,65.3,?,?,?,?,?,0.1,0.0,?,?,?,?,?,?,?,?,?,?,?,?,22.6,70.9,?,19.4,37.2,?,32.0,16.8,0.5,?,?,13.1,?,?,0.3,?,0.4,91.8,?,?,7.9,?,4.3,?,57.4,?,85.6,3.2,?,?,70.8,6.2,49.1,46.2,?,?,?,84.9,?,?,2.6,?,?,?,?,?,0.9,98.4,77.9,19.6,?,?,1.1
0,67.8,29.8,?,98.1,66.7,?,?,1.9,1.1,?,?,20.0,0.1,7.3,29.9,?,?,6.4,34.6,?,5.7,?,?,0.2,2.4,10.6,?,?,?,0.4,?,?,?,0.6,?,5.2,?,14.1,?,24.6,?,?,?,?,?,14.7,?,?,18.5,?,?,90.2,?,1.6,?,?,?,?,?,?,56.9,29.4,0.7,?,?,?,?,?,0.2,?,?,?,6.8,89.7,?,?,0.2,?,?,24.0,?,16.1,0.9,?,0.2,?,?,?,76.0,4.1,?,23.1,10.0,?,?,16.6,75.7,?,0.8,0.2,?,?,27.4,?,?,0.1,?,65.2,?,19.9,34.3,?,?,?,?,27.3,?,1.1,4.0,?,?,?,53.6,?,1.7,?,?,61.1,20.3,?,13.7,4.2,0.6,?,?,29.8,2.4,?,?,29.0,?,1.9,?
?,?,?,?,98.4,?,?,?,1.6,?,0.6,0.0,14.8,?,6.5,22.6,?,0.9,5.6,48.3,?,4.0,0.1,?,?,?,?,?,51.8,?,?,?,?,?,1.2,63.7,?,1.6,?,?,26.9,?,?,?,?,?,?,?,?,?,?,?,71.4,26.8,1.8,15.9,?,9.7,?,0.1,0.0,?,?,?,1.8,?,6.8,?,0.1,?,0.7,41.0,53.6,?,?,?,?,?,?,?,?,?,?,1.0,3.9,?,?,0.2,?,51.5,?,43.1,?,8.5,43.1,?,23.3,50.4,?,0.5,?,?,?,47.6,0.1,0.2,0.1,?,79.4,?,15.0,20.2,?,?,?,?,33.4,84.5,4.3,7.1,?,63.8,7.9,?,33.4,4.1,?,?,71.6,?,?,9.4,3.0,0.8,100.0,72.5,25.7,?,98.4,71.6,25.1,?,?,?
2,?,?,1.2,98.8,?,21.0,1.2,1.2,?,0.4,0.0,?,0.1,?,14.9,?,1.0,?,62.8,0.6,2.2,0.1,?,?,?,?,0.2,58.9,?,0.4,?,0.0,?,?,61.2,28.1,2.8,7.5,40.5,?,15.2,5.0,1.4,?,4.6,?,?,32.1,16.7,?,?,51.6,?,?,?,76.0,?,1.0,0.1,?,?,10.4,0.3,?,2.8,?,0.2,?,?,1.1,?,35.8,?,96.4,?,?,?,0.0,0.2,?,?,?,?,?,?,?,?,?,?,?,13.0,74.8,6.9,18.2,?,?,23.9,16.0,?,0.1,0.1,?,68.8,?,?,?,?,?,?,9.8,5.4,2.7,2.7,0.4,67.5,?,?,?,10.3,?,?,12.0,?,40.6,6.6,12.4,?,82.5,?,6.7,?,1.8,?,100.0,77.5,?,?,98.8,?,21.0,?,?,?
?,67.6,30.2,2.2,98.0,66.5,29.4,?,2.0,?,?,0.1,?,?,?,?,0.5,0.6,4.1,?,?,4.9,?,30.0,?,2.4,?,0.1,?,?,?,29.1,?,0.5,0.4,67.5,?,?,26.7,?,19.7,?,1.9,?,0.4,?,16.9,?,?,17.6,11.4,0.6,?,?,1.4,19.9,69.8,9.5,0.7,?,0.0,24.2,58.3,0.4,?,4.7,?,?,0.0,0.7,?,13.4,79.9,6.8,?,?,0.1,?,?,?,15.6,?,?,?,3.2,0.0,0.1,?,?,?,3.4,?,?,11.3,?,?,25.3,?,70.3,1.1,?,?,1.5,?,0.0,?,?,0.3,?,?,32.9,21.7,?,?,0.3,?,16.7,85.6,0.7,?,?,?,?,?,?,1.1,?,?,61.9,?,22.9,?,?,?,?,67.6,?,?,98.0,66.5,?,2.1,?,1.1
1,70.1,?,?,?,?,?,?,?,?,0.7,?,?,0.1,4.6,26.0,0.5,?,?,40.3,?,4.7,0.1,?,?,?,?,0.1,?,4.8,?,26.8,0.1,0.5,0.8,?,5.1,?,?,43.4,?,7.5,?,?,?,7.4,16.5,?,?,17.5,11.4,0.7,88.6,?,1.5,19.1,?,?,?,?,0.0,?,?,?,5.0,?,6.5,0.0,?,0.6,?,?,74.7,6.1,90.9,?,?,?,?,?,?,?,15.1,?,3.1,?,?,0.0,?,?,?,73.5,?,?,?,?,27.7,?,?,1.1,0.2,?,2.6,?,0.0,?,0.0,0.3,?,?,30.3,?,8.8,10.6,0.3,?,?,84.3,?,?,4.5,?,3.9,40.1,21.5,1.5,?,6.8,?,13.9,21.3,17.5,?,?,?,70.1,?,?,98.1,?,?,1.9,?,?
?,?,16.9,0.9,?,81.2,16.6,?,1.3,?,?,?,?,?,?,16.2,?,?,3.6,?,?,?,0.1,18.7,0.1,2.1,9.4,?,58.4,6.7,?,?,0.2,0.5,2.7,?,19.2,1.9,?,?,30.9,13.8,3.7,0.9,?,?,?,19.7,?,17.1,11.1,1.0,?,27.8,?,15.0,75.0,9.1,0.8,?,0.0,?,?,2.0,3.8,1.8,10.5,0.1,0.1,?,?,48.3,?,2.7,93.4,?,?,0.2,0.0,?,?,?,?,0.4,2.9,?,0.1,0.1,?,?,9.0,35.8,60.8,10.4,?,24.8,?,?,?,?,0.1,0.1,?,?,?,?,?,0.3,?,?,17.3,8.2,?,?,?,?,20.5,?,?,?,6.0,?,?,41.9,30.7,3.7,5.6,?,?,?,13.4,10.3,?,0.5,?,82.2,16.9,0.9,98.7,81.2,?,0.9,?,?
